480,ユクシー,エスパー,,75,75,130,75,130,95,580
481,エムリット,エスパー,,80,105,105,105,105,80,580
482,アグノム,エスパー,,75,125,70,125,70,115,580
483,ディアルガ,はがね,ドラゴン,100,120,120,150,100,90,680
484,パルキア,みず,ドラゴン,90,120,100,150,120,100,680
485,ヒードラン,ほのお,はがね,91,90,106,130,106,77,600
486,レジギガス,ノーマル,,110,160,110,80,110,100,670
487,ギラティナA,ゴースト,ドラゴン,150,100,120,100,120,90,680
488,クレセリア,エスパー,,120,70,120,75,130,85,600
489,フィオネ,みず,,80,80,80,80,80,80,480
490,マナフィ,みず,,100,100,100,100,100,100,600
491,ダークライ,あく,,70,90,90,135,90,125,600
492,シェイミL,くさ,,100,100,100,100,100,100,600
493,アルセウス,ノーマル,,120,120,120,120,120,120,720
494,ビクティニ,エスパー,ほのお,100,100,100,100,100,100,600
495,ツタージャ,くさ,,45,45,55,45,55,63,308
496,ジャノビー,くさ,,60,60,75,60,75,83,413
497,ジャローダ,くさ,,75,75,95,75,95,113,528
498,ポカブ,ほのお,,65,63,45,45,45,45,308
499,チャオブー,ほのお,かくとう,90,93,55,70,55,55,418
500,エンブオー,ほのお,かくとう,110,123,65,100,65,65,528
501,ミジュマル,みず,,55,55,45,63,45,45,308
502,フタチマル,みず,,75,75,60,83,60,60,413
503,ダイケンキ,みず,,95,100,85,108,70,70,528
504,ミネズミ,ノーマル,,45,55,39,35,39,42,255
505,ミルホッグ,ノーマル,,60,85,69,60,69,77,420
506,ヨーテリー,ノーマル,,45,60,45,25,45,55,275
507,ハーデリア,ノーマル,,65,80,65,35,65,60,370
508,ムーランド,ノーマル,,85,110,90,45,90,80,500
509,チョロネコ,あく,,41,50,37,50,37,66,281
510,レパルダス,あく,,64,88,50,88,50,106,446
511,ヤナップ,くさ,,50,53,48,53,48,64,316
512,ヤナッキー,くさ,,75,98,63,98,63,101,498
513,バオップ,ほのお,,50,53,48,53,48,64,316
514,バオッキー,ほのお,,75,98,63,98,63,101,498
515,ヒヤップ,みず,,50,53,48,53,48,64,316
516,ヒヤッキー,みず,,75,98,63,98,63,101,498
517,ムンナ,エスパー,,76,25,45,67,55,24,292
518,ムシャーナ,エスパー,,116,55,85,107,95,29,487
519,マメパト,ノーマル,ひこう,50,55,50,36,30,43,264
520,ハトーボー,ノーマル,ひこう,62,77,62,50,42,65,358
521,ケンホロウ,ノーマル,ひこう,80,115,80,65,55,93,488
522,シママ,でんき,,45,60,32,50,32,76,295
523,ゼブライカ,でんき,,75,100,63,80,63,116,497
524,ダンゴロ,いわ,,55,75,85,25,25,15,280
525,ガントル,いわ,,70,105,105,50,40,20,390
526,ギガイアス,いわ,,85,135,130,60,80,25,515
527,コロモリ,エスパー,ひこう,65,45,43,55,43,72,323
528,ココロモリ,エスパー,ひこう,67,57,55,77,55,114,425
529,モグリュー,じめん,,60,85,40,30,45,68,328
530,ドリュウズ,じめん,はがね,110,135,60,50,65,88,508
531,タブンネ,ノーマル,,103,60,86,60,86,50,445
532,ドッコラー,かくとう,,75,80,55,25,35,35,305
533,ドテッコツ,かくとう,,85,105,85,40,50,40,405
534,ローブシン,かくとう,,105,140,95,55,65,45,505
535,オタマロ,みず,,50,50,40,50,40,64,294
536,ガマガル,みず,じめん,75,65,55,65,55,69,384
537,ガマゲロゲ,みず,じめん,105,95,75,85,75,74,509
538,ナゲキ,かくとう,,120,100,85,30,85,45,465
539,ダゲキ,かくとう,,75,125,75,30,75,85,465
540,クルミル,むし,くさ,45,53,70,40,60,42,310
541,クルマユ,むし,くさ,55,63,90,50,80,42,380
542,ハハコモリ,むし,くさ,75,103,80,70,80,92,500
543,フシデ,むし,どく,30,45,59,30,39,57,260
544,ホイーガ,むし,どく,40,55,99,40,79,47,360
545,ペンドラー,むし,どく,60,100,89,55,69,112,485
546,モンメン,くさ,フェアリー,40,27,60,37,50,66,280
547,エルフーン,くさ,フェアリー,60,67,85,77,75,116,480
548,チュリネ,くさ,,45,35,50,70,50,30,280
549,ドレディア,くさ,,70,60,75,110,75,90,480
550,バスラオ赤,みず,,70,92,65,80,55,98,460
551,メグロコ,じめん,あく,50,72,35,35,35,65,292
552,ワルビル,じめん,あく,60,82,45,45,45,74,351
553,ワルビアル,じめん,あく,95,117,80,65,70,92,519
554,ダルマッカ,ほのお,,70,90,45,15,45,50,315
555,ヒヒダルマN,ほのお,,105,140,55,30,55,95,480
556,マラカッチ,くさ,,75,86,67,106,67,60,461
557,イシズマイ,むし,いわ,50,65,85,35,35,55,325
558,イワパレス,むし,いわ,70,105,125,65,75,45,485
559,ズルッグ,あく,かくとう,50,75,70,35,70,48,348
560,ズルズキン,あく,かくとう,65,90,115,45,115,58,488
561,シンボラー,エスパー,ひこう,72,58,80,103,80,97,490
562,デスマス,ゴースト,,38,30,85,55,65,30,303
563,デスカーン,ゴースト,,58,50,145,95,105,30,483
564,プロトーガ,みず,いわ,54,78,103,53,45,22,355
565,アバゴーラ,みず,いわ,74,108,133,83,65,32,495
566,アーケン,いわ,ひこう,55,112,45,74,45,70,401
567,アーケオス,いわ,ひこう,75,140,65,112,65,110,567
568,ヤブクロン,どく,,50,50,62,40,62,65,329
569,ダストダス,どく,,80,95,82,60,82,75,474
570,ゾロア,あく,,40,65,40,80,40,65,330
571,ゾロアーク,あく,,60,105,60,120,60,105,510
572,チラーミィ,ノーマル,,55,50,40,40,40,75,300
573,チラチーノ,ノーマル,,75,95,60,65,60,115,470
574,ゴチム,エスパー,,45,30,50,55,65,45,290
575,ゴチミル,エスパー,,60,45,70,75,85,55,390
576,ゴチルゼル,エスパー,,70,55,95,95,110,65,490
577,ユニラン,エスパー,,45,30,40,105,50,20,290
578,ダブラン,エスパー,,65,40,50,125,60,30,370
579,ランクルス,エスパー,,110,65,75,125,85,30,490
580,コアルヒー,みず,ひこう,62,44,50,44,50,55,305
581,スワンナ,みず,ひこう,75,87,63,87,63,98,473
582,バニプッチ,こおり,,36,50,50,65,60,44,305
583,バニリッチ,こおり,,51,65,65,80,75,59,395
584,バイバニラ,こおり,,71,95,85,110,95,79,535
585,シキジカ,ノーマル,むし,60,60,50,40,50,75,335
586,メブキジカ,ノーマル,むし,80,100,70,60,70,95,475
587,エモンガ,でんき,ひこう,55,75,60,75,60,103,428
588,カブルモ,むし,,50,75,45,40,45,60,315
589,シュバルゴ,むし,はがね,70,135,105,60,105,20,495
590,タマゲタケ,くさ,どく,69,55,45,55,55,15,294
591,モロバレル,くさ,どく,114,85,70,85,80,30,464
592,プルリル,みず,ゴースト,55,40,50,65,85,40,335
593,ブルンゲル,みず,ゴースト,100,60,70,85,105,60,480
594,ママンボウ,みず,,165,75,80,40,45,65,470
595,バチュル,むし,でんき,50,47,50,57,50,65,319
596,デンチュラ,むし,でんき,70,77,60,97,60,108,472
597,テッシード,くさ,はがね,44,50,91,24,86,10,305
598,ナットレイ,くさ,はがね,74,94,131,54,116,20,489
599,ギアル,はがね,,40,55,70,45,60,30,300
600,ギギアル,はがね,,60,80,95,70,85,50,440
601,ギギギアル,はがね,,60,100,115,70,85,90,520
602,シビシラス,でんき,,35,55,40,45,40,60,275
603,シビビール,でんき,,65,85,70,75,70,40,405
604,シビルドン,でんき,,85,115,80,105,80,50,515
605,リグレー,エスパー,,55,55,55,85,55,30,335
606,オーベム,エスパー,,75,75,75,125,95,40,485
607,ヒトモシ,ゴースト,ほのお,50,30,55,65,55,20,275
608,ランプラー,ゴースト,ほのお,60,40,60,95,60,55,370
609,シャンデラ,ゴースト,ほのお,60,55,90,145,90,80,520
610,キバゴ,ドラゴン,,46,87,60,30,40,57,320
611,オノンド,ドラゴン,,66,117,70,40,50,67,410
612,オノノクス,ドラゴン,,76,147,90,60,70,97,540
613,クマシュン,こおり,,55,70,40,60,40,40,305
614,ツンベアー,こおり,,95,130,80,70,80,50,505
615,フリージオ,こおり,,80,50,50,95,135,105,515
616,チョボマキ,むし,,50,40,85,40,65,25,305
617,アギルダー,むし,,80,70,40,100,60,145,495
618,マッギョ,じめん,でんき,109,66,84,81,99,32,471
619,コジョフー,かくとう,,45,85,50,55,50,65,350
620,コジョンド,かくとう,,65,125,60,95,60,105,510
621,クリムガン,ドラゴン,,77,120,90,60,90,48,485
622,ゴビット,じめん,ゴースト,59,74,50,35,50,35,303
623,ゴルーグ,じめん,ゴースト,89,124,80,55,80,55,483
624,コマタナ,あく,はがね,45,85,70,40,40,60,340
625,キリキザン,あく,はがね,65,125,100,60,70,70,490
626,バッフロン,ノーマル,,95,110,95,40,95,55,490
627,ワシボン,ノーマル,ひこう,70,83,50,37,50,60,350
628,ウォーグル,ノーマル,ひこう,100,123,75,57,75,80,510
629,バルチャイ,あく,ひこう,70,55,75,45,65,60,370
630,バルジーナ,あく,ひこう,110,65,105,55,95,80,510
631,クイタラン,ほのお,,85,97,66,105,66,65,484
632,アイアント,むし,はがね,58,109,112,48,48,109,484
633,モノズ,あく,ドラゴン,52,65,50,45,50,38,300
634,ジヘッド,あく,ドラゴン,72,85,70,65,70,58,420
635,サザンドラ,あく,ドラゴン,92,105,90,125,90,98,600
636,メラルバ,むし,ほのお,55,85,55,50,55,60,360
637,ウルガモス,むし,ほのお,85,60,65,135,105,100,550
638,コバルオン,はがね,かくとう,91,90,129,90,72,108,580
639,テラキオン,いわ,かくとう,91,129,90,72,90,108,580
640,ビリジオン,くさ,かくとう,91,90,72,90,129,108,580
641,トルネロス化身,ひこう,,79,115,70,125,80,111,580
642,ボルトロス化身,でんき,ひこう,79,115,70,125,80,111,580
643,レシラム,ドラゴン,ほのお,100,120,100,150,120,90,680
644,ゼクロム,ドラゴン,でんき,100,150,120,120,100,90,680
645,ランドロス化身,じめん,ひこう,89,125,90,115,80,101,600
646,キュレム,ドラゴン,こおり,125,130,90,130,90,95,660
647,ケルディオ,みず,かくとう,91,72,90,129,90,108,580
648,メロエッタＶ,ノーマル,エスパー,100,77,77,128,128,90,600
649,ゲノセクト,むし,はがね,71,120,95,120,95,99,600
650,ハリマロン,くさ,,56,61,65,48,45,38,313
651,ハリボーグ,くさ,,61,78,95,56,58,57,405
652,ブリガロン,くさ,かくとう,88,107,122,74,75,64,530
653,フォッコ,ほのお,,40,45,40,62,60,60,307
654,テールナー,ほのお,,59,59,58,90,70,73,409
655,マフォクシー,ほのお,エスパー,75,69,72,114,100,104,534
656,ケロマツ,みず,,41,56,40,62,44,71,314
657,ゲコガシラ,みず,,54,63,52,83,56,97,405
658,ゲッコウガ,みず,あく,72,95,67,103,71,122,530
659,ホルビー,ノーマル,,38,36,38,32,36,57,237
660,ホルード,ノーマル,じめん,85,56,77,50,77,78,423
661,ヤヤコマ,ノーマル,ひこう,45,50,43,40,38,62,278
662,ヒノヤコマ,ほのお,ひこう,62,73,55,56,52,84,382
663,ファイアロー,ほのお,ひこう,78,81,71,74,69,126,499
664,コフキムシ,むし,,38,35,40,27,25,35,200
665,コフーライ,むし,,45,22,60,27,30,29,213
666,ビビヨン,むし,ひこう,80,52,50,90,50,89,411
667,シシコ,ほのお,ノーマル,62,50,58,73,54,72,369
668,カエンジシ,ほのお,ノーマル,86,68,72,109,66,106,507
669,フラベベ,フェアリー,,44,38,39,61,79,42,303
670,フラエッテ,フェアリー,,54,45,47,75,98,52,371
671,フラージェス,フェアリー,,78,65,68,112,154,75,552
672,メェークル,くさ,,66,65,48,62,57,52,350
673,ゴーゴート,くさ,,123,100,62,97,81,68,531
674,ヤンチャム,かくとう,,67,82,62,46,48,43,348
675,ゴロンダ,かくとう,あく,95,124,78,69,71,58,495
676,トリミアン,ノーマル,,75,80,60,65,90,102,472
677,ニャスパー,エスパー,,62,48,54,63,60,68,355
678,ニャオニクス♂,エスパー,,74,48,76,83,81,104,466
679,ヒトツキ,はがね,ゴースト,45,80,100,35,37,28,325
680,ニダンギル,はがね,ゴースト,59,110,150,45,49,35,448
681,ギルガルド,はがね,ゴースト,60,150,50,150,50,60,520
682,シュシュプ,フェアリー,,78,52,60,63,65,23,341
683,フレフワン,フェアリー,,101,72,72,99,89,29,462
684,ペロッパフ,フェアリー,,62,48,66,59,57,49,341
685,ペロリーム,フェアリー,,82,80,86,85,75,72,480
686,マーイーカ,あく,エスパー,53,54,53,37,46,45,288
687,カラマネロ,あく,エスパー,86,92,88,68,75,73,482
688,カメテテ,いわ,みず,42,52,67,39,56,50,306
689,ガメノデス,いわ,みず,72,105,115,54,86,68,500
690,クズモー,どく,みず,50,60,60,60,60,30,320
691,ドラミドロ,どく,ドラゴン,65,75,90,97,123,44,494
692,ウデッポウ,みず,,50,53,62,58,63,44,330
693,ブロスター,みず,,71,73,88,120,89,59,500
694,エリキテル,でんき,ノーマル,44,38,33,61,43,70,289
695,エレザード,でんき,ノーマル,62,55,52,109,94,109,481
696,チゴラス,いわ,ドラゴン,58,89,77,45,45,48,362
697,ガチゴラス,いわ,ドラゴン,82,121,119,69,59,71,521
698,アマルス,いわ,こおり,77,59,50,67,63,46,362
699,アマルルガ,いわ,こおり,123,77,72,99,92,58,521
700,ニンフィア,フェアリー,,95,65,65,110,130,60,525
701,ルチャブル,かくとう,ひこう,78,92,75,74,63,118,500
702,デデンネ,でんき,フェアリー,67,58,57,81,67,101,431
703,メレシー,いわ,フェアリー,50,50,150,50,150,50,500
704,ヌメラ,ドラゴン,,45,50,35,55,75,40,300
705,ヌメイル,ドラゴン,,68,75,53,83,113,60,452
706,ヌメルゴン,ドラゴン,,90,100,70,110,150,80,600
707,クレッフィ,はがね,フェアリー,57,80,91,80,87,75,470
708,ボクレー,ゴースト,くさ,43,70,48,50,60,38,309
709,オーロット,ゴースト,くさ,85,110,76,65,82,56,474
710,バケッチャ,ゴースト,くさ,49,66,70,44,55,51,335
711,パンプジン,ゴースト,くさ,65,90,122,58,75,84,494
712,カチコール,こおり,,55,69,85,32,35,28,304
713,クレベース,こおり,,95,117,184,44,46,28,514
714,オンバット,ひこう,ドラゴン,40,30,35,45,40,55,245
715,オンバーン,ひこう,ドラゴン,85,70,80,97,80,123,535
716,ゼルネアス,フェアリー,,126,131,95,131,98,99,680
717,イベルタル,あく,ひこう,126,131,95,131,98,99,680
718,ジガルデ,ドラゴン,じめん,216,100,121,91,95,85,708
719,ディアンシー,いわ,フェアリー,50,100,150,100,150,50,600
720,フーパ,エスパー,あく,80,160,60,170,130,80,680
721,ボルケニオン,ほのお,みず,80,110,120,130,90,70,600
722,モクロー,くさ,ひこう,68,55,55,50,50,42,320
723,フクスロー,くさ,ひこう,78,75,75,70,70,52,420
724,ジュナイパー,くさ,ゴースト,78,107,75,100,100,70,530
725,ニャビー,ほのお,,45,65,40,60,40,70,320
726,ニャヒート,ほのお,,65,85,50,80,50,90,420
727,ガオガエン,ほのお,あく,95,115,90,80,90,60,530
728,アシマリ,みず,,50,54,54,66,56,40,320
729,オシャマリ,みず,,60,69,69,91,81,50,420
730,アシレーヌ,みず,フェアリー,80,74,74,126,116,60,530
731,ツツケラ,ノーマル,ひこう,35,75,30,30,30,65,265
732,ケララッパ,ノーマル,ひこう,55,85,50,40,50,75,355
733,ドデカバシ,ノーマル,ひこう,80,120,75,75,75,60,485
734,ヤングース,ノーマル,,48,70,30,30,30,45,253
735,デカグース,ノーマル,,88,110,60,55,60,45,418
736,アゴジムシ,むし,,47,62,45,55,45,46,300
737,デンヂムシ,むし,でんき,57,82,95,55,75,36,400
738,クワガノン,むし,でんき,77,70,90,145,75,43,500
739,マケンカニ,かくとう,,47,82,57,42,47,63,338
740,ケケンカニ,かくとう,こおり,97,132,77,62,67,43,478
741,オドリドリ,ほのお,ひこう,75,70,70,98,70,93,476
742,アブリー,むし,フェアリー,40,45,40,55,40,84,304
743,アブリボン,むし,フェアリー,60,55,60,95,70,124,464
744,イワンコ,いわ,,45,65,40,30,40,60,280
745,ルガルガン,いわ,,75,115,65,55,65,112,487
746,ヨワシ,みず,,45,20,20,25,25,40,175
747,ヒドイデ,どく,みず,50,53,62,43,52,45,305
748,ドヒドイデ,どく,みず,50,63,152,53,142,35,495
749,ドロバンコ,じめん,,70,100,70,45,55,45,385
750,バンバドロ,じめん,,100,125,100,55,85,35,500
751,シズクモ,みず,むし,38,40,52,40,72,27,269
752,オニシズクモ,みず,むし,68,70,92,50,132,42,454
753,カリキリ,くさ,,40,55,35,50,35,35,250
754,ラランテス,くさ,,70,105,90,80,90,45,480
755,ネマシュ,くさ,フェアリー,40,35,55,65,75,15,285
756,マシェード,くさ,フェアリー,60,45,80,90,100,30,405
757,ヤトウモリ,どく,ほのお,48,44,40,71,40,77,320
758,エンニュート,どく,ほのお,68,64,60,111,60,117,480
759,ヌイコグマ,ノーマル,かくとう,70,75,50,45,50,50,340
760,キテルグマ,ノーマル,かくとう,120,125,80,55,60,60,500
761,アマカジ,くさ,,42,30,38,30,38,32,210
762,アママイコ,くさ,,52,40,48,40,48,62,290
763,アマージョ,くさ,,72,120,98,50,98,72,510
764,キュワワー,フェアリー,,51,52,90,82,110,100,485
765,ヤレユータン,ノーマル,エスパー,90,60,80,90,110,60,490
766,ナゲツケサル,かくとう,,100,120,90,40,60,80,490
767,コソクムシ,むし,みず,25,35,40,20,30,80,230
768,グソクムシャ,むし,みず,75,125,140,60,90,40,530
769,スナバァ,ゴースト,じめん,55,55,80,70,45,15,320
770,シロデスナ,ゴースト,じめん,85,75,110,100,75,35,480
771,ナマコブシ,みず,,55,60,130,30,130,5,410
772,タイプ：ヌル,ノーマル,,95,95,95,95,95,59,534
773,シルヴァディ,ノーマル,,95,95,95,95,95,95,570
774,メテノ,いわ,ひこう,60,100,60,100,60,120,500
775,ネッコアラ,ノーマル,,65,115,65,75,95,65,480
776,バクガメス,ほのお,ドラゴン,60,78,135,91,85,36,485
777,トゲデマル,でんき,はがね,65,98,63,40,73,96,435
778,ミミッキュ,ゴースト,フェアリー,55,90,80,50,105,96,476
779,ハギギシリ,みず,エスパー,68,105,70,70,70,92,475
780,ジジーロン,ノーマル,ドラゴン,78,60,85,135,91,36,485
781,ダダリン,ゴースト,くさ,70,131,100,86,90,40,517
782,ジャラコ,ドラゴン,,45,55,65,45,45,45,300
783,ジャランゴ,ドラゴン,かくとう,55,75,90,65,70,65,420
784,ジャラランガ,ドラゴン,かくとう,75,110,125,100,105,85,600
785,カプ・コケコ,でんき,フェアリー,70,115,85,95,75,130,570
786,カプ・テテフ,エスパー,フェアリー,70,85,75,130,115,95,570
787,カプ・ブルル,くさ,フェアリー,70,130,115,85,95,75,570
788,カプ・レヒレ,みず,フェアリー,70,75,115,95,130,85,570
789,コスモッグ,エスパー,,43,29,31,29,31,37,200
790,コスモウム,エスパー,,43,29,131,29,131,37,400
791,ソルガレオ,エスパー,はがね,137,137,107,113,89,97,680
792,ルナアーラ,エスパー,ゴースト,137,113,89,137,107,97,680
793,ウツロイド,いわ,どく,109,53,47,127,131,103,570
794,マッシブーン,むし,かくとう,107,139,139,53,53,79,570
795,フェローチェ,むし,かくとう,71,137,37,137,37,151,570
796,デンジュモク,でんき,,83,89,71,173,71,83,570
797,テッカグヤ,はがね,ひこう,97,101,103,107,101,61,570
798,カミツルギ,くさ,はがね,59,181,131,59,31,109,570
799,アクジキング,あく,ドラゴン,223,101,53,97,53,43,570
800,ネクロズマ,エスパー,,97,107,101,127,89,79,600
801,マギアナ,はがね,フェアリー,80,95,115,130,115,65,600
802,マーシャドー,かくとう,ゴースト,90,125,80,90,90,125,600
